miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-miR-668-3p	0	0	0	0	0	0	0	0	0.240786	0	0	0	0	0	0	0	0	0.577194	0	0.288301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0	0	0	0.367639	0	0	0	0.632286	0	0	0	0	0	0	0	0	0	0	0.527284	0	0.278346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165749	0	0	0	0	0	0	0	0	0.331064	0	0	0.570728	0.890199	0	0	0	0	0	0	0	0.369293	0	0	0	0	0	0	0.540357	0	0	0.668745	0	0	0	0	0	0	0	0.658718	0.678988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510871	0	0	0.625119	0.08041	0	0	0	0	0	0	0	0	0.34694	0	0	0.186438	0	1.061652	0	0	0	0.185734	0.464194	0.531064	0	0.094175	0	0	0	0	0	0	0
hsa-miR-670-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.378965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094175	0	0	0	0	0	0	0
hsa-miR-671-3p	4.378088	6.09939	4.093427	5.526271	4.82191	5.257909	4.400574	2.141062	3.130216	3.331025	2.651851	7.263641	7.145818	2.330468	0.961702	3.394272	4.350327	4.040358	5.052569	2.59471	4.641685	0.505174	5.787596	6.371627	2.14847	3.264346	2.952561	2.037395	3.308751	4.723336	1.706492	4.741865	2.158338	2.728173	28.130373	3.526497	0.497679	8.503943	4.889146	5.015321	6.902054	8.117592	8.273031	4.912457	0.410443	7.030063	1.838197	1.27099	3.493294	7.103831	8.851997	2.719639	4.847557	3.623604	5.716021	2.473729	2.464807	3.10149	5.71356	7.689146	5.028884	4.218272	2.736239	3.061805	3.113786	2.630852	3.589908	3.47344	22.748823	2.429946	4.356276	5.278648	5.136395	2.378965	6.397329	4.830262	3.491399	7.329619	3.37841	3.480721	1.462063	6.404579	6.836218	4.480187	2.044658	3.932256	1.321797	1.372071	1.986385	3.636865	13.489051	2.282913	5.341193	3.244873	6.330511	8.816893	2.325252	1.394135	3.839292	4.169276	1.846465	4.811725	1.555562	2.60655	1.769924	0.5986	0.671642	4.593032	3.297897	1.094455	3.343723	3.862222	1.79785	1.013262	0.956198	0.498618	2.15744	2.268239	4.611024	5.4319	4.54141	0.8213	2.187827	2.612216	1.929048	2.598665	2.677416	2.141508	3.263667	3.422926	2.696729	3.829114	3.10287	0.56044	2.546114	4.924864	3.073476	4.244845	4.597842	1.251396	2.719489	2.917223	4.502949	3.284597	2.068796	1.101156	4.731594	2.026061	1.94741	1.365872	1.70709	2.428582	1.45948	0.83005	2.423698	1.774518	10.085702	2.160206	3.599304	2.657871	4.643354	1.856774	3.540429	5.217319	0.847578	1.629333	0.324929	1.679939	2.42672	2.34864	0.75732	3.721386
hsa-miR-671-5p	4.742929	2.03313	3.877984	13.343925	2.191777	1.923626	2.800367	2.676327	2.407858	2.498268	1.325925	2.755174	4.763879	6.991402	2.404253	4.525696	3.480261	1.731582	2.806983	2.59471	4.061475	2.020695	4.873765	4.63391	7.519645	6.528693	4.428842	2.037395	4.254109	4.723336	5.119476	8.693419	6.16668	4.546955	5.114613	1.226608	3.981431	2.834648	11.000581	3.582372	2.760821	3.788209	9.414138	10.316158	5.335764	7.030062	2.941114	3.812971	2.699364	4.262298	13.277996	0.906546	10.018283	3.623603	2.236704	8.562907	3.14656	8.012179	4.834551	24.465466	0.670518	14.23667	3.233737	3.34015	2.9408	7.892556	1.794954	10.603134	12.571718	4.454901	3.920648	4.524556	6.070285	2.854758	6.889431	9.962418	3.025878	5.726265	2.533808	2.48623	2.193096	5.419259	3.418109	6.516635	1.277911	4.669554	1.321796	1.372071	2.814045	1.052777	2.777158	1.712185	0.890199	1.622436	2.979064	4.809214	1.328716	1.115308	1.706352	1.137075	1.107879	2.138544	1.037042	2.60655	1.769925	1.4965	0.671642	1.891248	1.758879	1.094455	3.343723	1.053333	1.79785	0.675508	1.434298	1.246546	0.53936	0	7.245895	2.715952	2.119325	0.41065	1.367392	0.949897	0.826735	0.944969	1.147464	0.535377	2.610934	1.222474	1.011273	1.641049	0.564158	2.521982	0.509223	1.231216	1.536738	0	3.065228	0.625698	1.812992	0.416746	2.492704	0.398133	0.413759	1.468207	1.013913	0.675354	0.730279	1.365872	1.365672	1.38776	2.18922	1.245075	0.932191	0.887259	6.900743	2.520241	1.542559	0.379696	3.714683	1.160483	1.593192	0.711453	1.130104	1.792267	0	2.351914	1.21336	0.88074	0.50488	1.041987
hsa-miR-675-3p	29.5521	48.117412	42.226928	68.741435	18.739693	7.05329	72.009419	86.980633	25.041723	105.76005	36.860728	21.039513	31.441598	34.374392	115.404146	151.045097	55.249147	30.879883	8.982345	53.912319	71.075803	135.386561	24.673434	21.045673	35.449755	56.219305	40.843763	48.67111	40.650368	64.35546	46.075282	15.806216	17.575039	10.912692	75.184817	23.918849	42.3027	77.952817	22.001165	50.153217	47.624175	224.045493	22.822153	156.216075	16.417739	11.423851	25.734764	13.345399	45.412842	32.20403	48.0537	5.257971	36.518264	76.948294	5.467497	72.118702	148.202992	48.589996	18.01969	6.291119	78.115335	34.273463	114.175809	106.32811	38.403381	36.831928	38.591511	31.809404	95.784522	1.619964	37.899596	45.622605	49.496167	7.136896	7.381534	43.774258	24.788928	176.597994	8.86833	184.975452	0.877238	28.204778	12.207532	94.491204	16.953625	2.45766	114.555664	333.413219	106.933743	38.761323	148.379549	179.208708	181.303809	131.741874	243.910885	321.415832	27.903018	15.893136	60.148913	236.13261	17.72607	274.802974	29.037149	32.226442	38.0534	35.317414	69.850788	55.656752	102.674508	60.19501	161.836213	86.724452	42.249482	22.629531	162.075715	90.997912	29.125429	34.930885	53.356134	232.213751	254.318956	51.331224	38.833931	24.459847	47.675056	36.853801	20.654353	43.900906	183.41809	27.627903	23.596386	53.060583	25.951276	37.269288	17.313566	142.821085	69.153211	21.224228	191.065881	33.162017	49.404046	142.110422	203.5976	264.559402	19.860448	74.511518	264.969242	78.341009	183.056647	197.596155	59.065332	41.979794	86.109264	64.743937	14.728625	21.927975	259.574117	44.284234	34.964675	69.48434	218.980625	181.963728	127.455464	110.038005	87.394765	546.804405	12.022363	214.360183	104.348955	239.8549	90.373505	20.839767
hsa-miR-675-5p	0	0.225903	0.646331	0.134787	0	0.128242	0	0	0	0.416378	0	0	0.476388	0	0	1.697136	0	0	0	0	0	0.505174	0	0.19308	0	0.362705	0	0.226377	0	0	0	0	0	0	0.511461	0	0	0	0	0	0	0	0	0.491246	0	0.878758	0	0	0.158786	0.473589	0	0	0.32317	0.213153	0	0.190287	0.104885	0	0	0	0.335259	0	0	0.278346	0	0	0	0.091406	0.997755	0	0	0	0	0.475793	0	0	0	0.229051	0	0	0.146206	0	0	0.81458	0	0	0	0.457357	0.165532	0.287121	0	0.570728	0	0.973462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351111	0	0	0	0.498618	0	0	0	0	0.302761	0	0	0	0	0	0	0	0	0	0	0	0	0.28022	0	0.615608	0	0	0	0	0	0.208373	0	0.398133	0	0	0.337971	0	0	0.455291	0	0	0	0	0.186438	0	0	0	0	0	0	0	0	0	0	0.4888	0	0.167994	0	0.29358	0.50488	0
hsa-miR-676-3p	0.729682	1.129517	0.215444	0.134787	0.767123	0.384725	0	0.802898	0.240786	1.665512	0.265185	0.751411	0.476388	1.747851	2.404253	0	0	1.154388	0.561397	0.288301	0	1.010348	1.218441	0	1.074235	0.362705	0.492094	0.226377	0	0	1.706492	0	0.925002	0	1.022922	0.459978	0.497679	0	0	0.358237	0.690205	0.541173	1.996939	1.964984	0.820886	7.030063	1.102917	1.27099	0.476358	0.473589	2.529143	1.813093	3.878045	0.213153	0.745568	2.093155	0.419541	1.033829	0.439505	2.796053	0	1.581852	0.497498	0.556692	0.172988	1.315426	0.299159	1.096875	0.798204	0.404991	0.435628	0.754092	0.93389	0.475793	1.476307	0.905673	1.28018	1.603354	0	0.662995	0.146206	0.73899	0.488301	0	0.170388	1.22883	0.881198	2.744142	1.820853	1.722726	1.586948	1.712184	1.483665	3.244874	2.979064	1.603072	2.325252	0.836481	0.853176	1.895125	0.738586	2.138544	2.074083	0.947836	2.212406	0.8979	0.671642	1.080713	4.177336	1.094455	0.668745	2.106666	0.599283	1.013262	0.478099	0.997238	1.61808	2.26824	1.317435	1.357976	1.211043	1.23195	3.28174	1.187371	0.551156	1.653696	1.529952	2.676885	0.652733	1.222473	1.348365	1.641049	2.256632	1.681321	0	0	3.073476	2.122423	1.021742	0	0.906496	1.250238	1.929834	2.587865	2.482556	0.367052	3.041739	0	1.703984	2.731745	1.024254	1.040821	2.18922	0.83005	1.305068	1.647768	2.654131	2.250215	1.028372	0	2.414544	1.856773	2.4783	1.422906	0.941754	1.629333	0.649857	3.02389	0.91002	0.88074	1.51464	1.63741
hsa-miR-676-5p	0.729681	0.225903	0.215444	0	0	0.641209	0	0.535266	0	0	0	0	0	0	0.480851	0	0	0.577194	0.561397	0	0	1.010347	0.30461	0	1.074235	0	0.492094	0.452754	0.472679	0	0.853246	0.790311	0.308334	0	0	0	0	0.472441	0	0.358237	0.690205	0	0.570554	0	0	0.878758	0	0	0.158786	0	0	1.087855	1.292681	0	0	0.190287	0	0.258457	0	2.097039	0.335259	0	0	0	0.172988	0.657713	0	0.182812	0.199551	0.404991	0	0	0	0	0.984204	0.301891	0.11638	0	0	0	0.146206	0	0	0	0	0	1.321796	0.457357	0	0.95707	0.396737	0	0	0.973462	0.744766	0	0.332179	0	0	0	0.369293	1.603908	0.518521	0.710877	0.442481	0.2993	0.671642	0.270178	0.43972	2.18891	0.668745	0.702222	0.299642	0.675508	0	0.997236	0	0.907296	0	0.678988	0.605522	0	0	0.712422	0.275578	0	0.764976	0.535377	0.652733	0.48899	0	0	0.282079	0	0	0	1.536738	0	0	0.625698	0.453248	0	0.32164	0.199067	0.827519	0.367052	1.013913	0.675354	0.486852	0	0.341418	0.34694	0	0	0	0.253503	0	0.810078	0	0.379696	0.928671	1.160484	0.708085	0	0.470877	0.162933	0	0.335988	0	0.88074	0.25244	0.59542
hsa-miR-7-1-3p	24.079488	73.870392	40.718825	64.697822	32.109534	12.182957	12.401623	14.452167	22.393078	32.893873	13.259254	50.344547	16.673574	43.113644	19.714875	18.102783	13.486012	27.993912	33.683795	12.973552	17.406319	17.681081	22.541162	94.608988	11.816585	26.840184	49.209355	16.299164	16.543754	28.930435	23.037641	41.096162	53.958453	17.278429	193.332385	27.138694	42.800379	128.976479	107.56125	41.91376	60.047871	15.152836	13.122739	15.719857	13.134191	77.330686	62.866352	8.261437	17.466478	34.098384	39.201702	20.306645	46.536549	27.070452	21.124417	83.916484	8.338386	52.466859	12.30613	56.620076	81.132665	76.456186	15.919938	36.741651	19.20169	97.341524	26.625151	7.952351	24.744335	2.834937	31.365184	34.688261	46.694497	32.353929	33.955056	15.396462	16.409572	27.94417	8.023726	14.751627	3.21654	123.903956	12.207532	59.057002	26.154589	10.567938	40.53508	8.232425	9.766394	10.910595	5.157579	28.536418	37.091615	22.389629	7.44766	8.015356	24.249052	21.469675	18.343285	25.773703	30.282035	18.177628	27.481589	8.767488	19.469181	15.264305	47.014954	6.75446	32.539244	5.472274	16.049873	10.533333	10.187817	12.834659	14.342983	13.213397	11.326555	16.331323	82.339713	10.863802	25.431896	19.300541	20.237401	22.085104	25.628787	31.420228	11.47464	8.566031	11.7492	11.735747	9.438554	4.37613	15.51435	7.005505	6.619893	9.84973	4.610214	5.659794	19.41311	11.88827	11.331204	17.920082	22.112694	16.721588	8.688945	4.771674	32.783185	11.48101	6.815938	43.707906	9.559707	16.306201	22.621925	9.960605	2.050821	12.421629	32.911237	6.660637	9.255355	9.112701	7.800836	13.229506	11.329372	10.434639	18.646727	10.264801	3.574216	13.103522	19.413759	15.853322	15.398838	4.465665
hsa-miR-7-2-3p	0	0.225903	0.861774	0.134787	0	0	0	0	0.240786	0	0	0.25047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226377	0.472679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229051	0.422301	0	0	0	0.976602	0	0	0	0.881198	1.372071	0.331064	0.095707	0	0	0.296733	5.516284	0	1.603071	0.332179	0	0.426588	0.379025	0	1.603908	0	0.236959	0	0	0	0.540356	0.21986	0	0.668745	0.702222	0	0	0.478099	0.249309	0.53936	0	0	0.678988	0.302761	0.8213	0	0.237474	0.275578	0.708726	0.382488	0	0.652733	0.48899	0	0	0.282079	0	0	0	0	0	0	0	0	0.416746	0.40205	0	0	0	6.75942	0	0	0.910581	0.682836	0.34694	0	0	0	0	0	0.360035	0	0	0.557202	0.696291	0.531064	1.185755	0.847577	0.651733	0	1.007963	0.91002	0.29358	0	0
hsa-miR-708-3p	79.170442	43.825247	86.392847	123.86937	63.12318	30.64975	90.811876	196.710047	55.139945	93.685082	141.608841	36.067734	44.304069	60.009531	26.446782	63.925453	160.527049	98.122993	82.525298	67.750774	82.38991	71.229498	62.140501	45.952938	206.253122	91.764417	30.017706	99.60599	141.330931	81.477554	34.983085	34.773675	48.408441	95.486055	78.253585	97.82196	86.098437	50.078779	124.673267	41.91376	51.075201	124.469718	114.68132	172.918425	94.812443	40.422859	81.615965	78.801404	39.855324	60.61935	98.004255	93.736924	98.566997	141.746857	146.628295	129.775604	112.909074	75.986486	188.107972	32.154612	48.612548	145.530397	97.509624	102.98796	153.267547	98.65695	69.105729	133.727466	24.744334	56.698733	87.561135	165.523334	76.11203	106.577648	115.151928	201.663481	358.915738	89.100675	266.049878	81.216822	108.485131	172.554116	57.13125	107.931764	45.323261	183.587204	62.124417	209.926842	28.305991	56.084285	29.755257	16.551122	57.269454	89.234028	88.254778	108.207324	38.20056	16.729617	63.135029	68.22451	36.560021	122.966311	15.037096	70.376863	57.522581	65.546724	18.134338	61.06032	29.241348	33.928097	72.224424	108.14223	63.224403	47.623342	91.795096	47.867397	44.227502	138.362595	63.895618	67.219771	76.598447	39.011732	49.773067	21.610156	46.297163	45.358523	45.898561	79.235782	34.594871	51.83288	66.744063	82.052449	48.799682	34.747304	16.295122	20.315069	56.859306	12.734538	69.989374	48.491629	64.361235	102.102795	66.498901	77.436876	45.513525	33.401716	64.214485	35.793739	37.73109	26.862151	58.723915	48.571663	54.730465	42.332575	81.659971	40.053412	134.299082	97.659337	51.418639	66.446773	92.867099	94.927507	107.275013	99.840518	31.737107	102.322157	119.573771	148.170597	119.515954	105.982398	9.08784	25.007721
hsa-miR-708-5p	30.646621	31.626467	43.735034	60.249845	9.315053	7.438014	34.004448	65.302382	26.727223	45.801596	54.097758	32.561151	45.733234	25.052523	13.463817	49.782654	82.221172	34.343048	43.227537	35.461044	49.608009	50.0122	24.368823	50.393768	141.799022	61.659883	13.778619	39.842396	41.595725	27.159184	16.211674	7.112797	28.983398	85.482754	52.680517	39.098118	49.270204	47.244131	165.61988	15.045965	43.482942	49.246715	39.082938	47.650815	27.910157	67.66435	56.98412	22.877827	13.338038	16.102015	45.524558	68.353617	34.90241	69.061628	26.591913	74.973003	51.865802	63.063616	76.913308	19.572372	37.549002	117.057058	77.112202	59.009319	54.491282	120.361479	42.779737	32.175028	22.549273	9.314792	41.384617	67.114245	62.103681	62.804685	40.844487	111.397941	243.932357	58.865999	33.784112	31.989483	15.790288	109.247324	36.622596	61.500741	12.693921	83.560441	76.664174	38.875341	4.965963	11.197716	4.364105	15.409666	74.479961	40.236433	28.30111	9.618429	27.903019	8.364808	18.769874	54.200582	25.111933	76.452967	16.592658	18.008894	18.584219	38.011115	14.104485	20.533559	17.149062	9.850092	24.743553	33.355558	16.779936	10.808134	25.81737	26.676101	9.169117	39.921011	39.523063	33.94938	57.827287	27.102887	27.621318	7.124227	25.628786	31.892712	8.032248	18.738192	18.276536	13.936199	28.315662	16.957507	13.257717	19.615414	5.601449	14.158987	13.830642	7.782217	36.271865	11.575421	28.554632	53.760248	23.15802	34.438506	17.791651	8.442192	58.131007	20.260606	17.770127	22.764534	17.753742	36.775688	11.675833	11.205681	22.372594	17.111426	75.37735	20.161927	16.968151	17.466009	23.773978	39.920615	35.758339	22.529333	10.641819	48.554145	25.994298	50.734151	41.254238	47.853547	3.28172	12.652715
hsa-miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-744-3p	19.7014	47.665603	22.837015	23.183386	9.205463	9.746365	27.603609	21.142983	9.390647	57.043805	10.342218	29.805975	29.059659	23.304673	11.540416	15.839935	23.491764	20.201792	17.964692	8.649034	17.406319	15.660386	16.448957	19.887195	8.59388	37.358635	45.7647	19.015689	64.756982	24.207099	46.928528	35.563987	8.633352	3.637564	58.306592	11.346121	20.404833	28.81892	34.835176	18.628339	35.200477	17.317527	25.104369	25.544768	8.208868	120.389818	16.543776	6.990447	5.716301	24.626611	7.587427	28.465562	31.024363	31.972975	4.721928	86.199927	17.987836	41.611647	7.911083	73.396394	14.080876	23.727782	13.432448	24.494435	21.277549	80.240986	24.531038	8.409381	33.923685	0.809982	14.811338	93.884534	36.888653	10.467447	47.733919	25.05699	26.651007	24.279362	9.29063	60.663993	2.777922	26.849963	6.347917	17.106166	2.470628	17.20362	16.742751	15.09278	13.408101	8.039386	7.934735	18.834035	25.815763	22.065139	17.129619	17.633787	11.958438	9.20129	12.797641	20.467352	8.124448	26.731807	16.074138	12.084915	13.274441	8.979003	9.40299	15.400167	9.893691	17.511275	18.056107	15.448889	12.584952	9.119363	11.474387	13.462704	6.472319	13.609436	46.768958	25.122541	18.771162	22.175089	19.690444	14.485928	13.503338	15.119507	5.354832	5.353769	34.59487	15.403167	8.090188	15.316456	9.590688	10.368147	9.675229	19.083851	14.599011	14.856961	12.771783	11.575419	6.345473	23.129408	19.298352	16.422988	3.723834	10.277451	23.995939	20.260608	9.006775	13.65872	9.901125	20.816426	30.649062	3.320201	0.745753	15.083405	41.935286	11.431094	13.368846	23.161447	15.230203	19.728213	20.003426	18.73492	13.937957	22.321871	1.624644	17.807352	9.40354	8.807401	9.087839	4.465664
hsa-miR-744-5p	22.984967	74.999911	71.958134	17.117964	21.698593	53.861485	20.802721	20.60772	9.390647	32.477496	11.402959	33.312561	15.244411	17.478505	30.774439	17.537072	30.887318	13.852658	13.473518	11.820348	20.887582	10.608648	21.931943	32.437367	13.965055	29.741825	31.98608	18.789312	106.825387	21.255013	57.16748	33.193054	17.883373	5.456346	29.153296	17.785811	24.883942	40.157511	33.001747	30.808405	24.157189	12.446971	22.536877	22.106048	20.522173	49.210437	12.499742	10.167923	6.192661	22.258667	7.587427	24.839377	88.87188	26.644146	20.627371	73.45071	14.369292	8.787553	13.624643	65.707247	11.063545	28.473339	10.944958	27.277893	26.813171	37.489641	35.001603	26.782055	47.892261	4.859892	11.326316	87.851793	34.086983	13.322207	39.860283	18.415376	30.607926	22.676007	24.07118	52.542311	21.199923	19.213735	6.836218	28.102988	5.452422	28.017324	32.604304	26.984061	15.063422	17.99291	104.738505	26.253504	27.596161	20.118216	26.439195	47.29061	24.581232	19.239059	27.301635	15.540027	25.850518	30.474259	20.740822	18.956729	18.141737	16.461507	28.208971	32.421408	18.028501	15.322366	24.743554	16.151112	19.776354	15.198938	14.821084	13.961323	11.865915	23.136041	36.229474	23.764566	22.40429	16.015343	24.339576	23.747423	25.904365	17.245689	12.622104	12.849046	18.276535	22.982502	13.82074	15.863475	11.565242	11.208808	13.749009	35.089664	13.062273	16.979382	11.75004	10.949722	8.611714	14.169368	20.102449	13.337457	21.929243	12.11271	27.37565	10.805658	12.901597	19.12221	21.167923	17.000083	27.730103	16.185983	10.440544	13.689142	58.921733	25.472435	14.911405	19.364489	34.546561	24.370144	25.845135	20.632126	12.713677	29.816807	9.747862	14.615467	13.6503	19.669864	12.117119	40.48869
hsa-miR-758-3p	10.945221	7.680713	17.450925	15.50052	14.684906	7.438014	14.401884	19.804821	13.484004	14.573235	12.994069	4.257997	5.716654	2.330467	12.982966	14.1428	2.175163	12.69827	3.929776	19.892781	14.505266	15.155212	6.396816	8.88166	9.668115	11.243861	0.984187	17.431048	9.453574	14.17001	2.559738	12.644973	1.850004	3.637564	7.160459	16.559204	10.948935	25.039389	10.389438	10.38888	17.255134	21.105735	5.705538	24.562276	18.059513	1.757516	17.279056	7.625942	36.997174	4.735886	18.33628	5.076661	4.847557	13.641803	7.952722	5.328031	17.67318	2.067659	23.733249	2.09704	4.023108	1.581852	7.213722	18.927518	9.860327	3.288565	9.872247	8.866414	1.596408	10.529764	11.761944	18.098224	9.805845	10.467448	3.444716	10.868091	12.452654	7.78772	10.979836	21.050075	8.333764	13.548147	14.649038	9.774952	8.94538	8.60181	13.217962	8.689782	16.222147	22.682552	12.695576	17.121852	55.192322	4.218336	16.757237	40.076788	9.965364	9.201289	22.609166	13.265877	15.141018	13.900539	13.481534	18.008893	15.929331	40.106215	8.059706	64.57264	13.851165	14.227911	13.374894	21.768891	18.577787	7.092838	6.215293	14.709251	11.326556	9.072957	7.904613	19.690639	36.936802	15.604692	15.314789	18.048042	10.471978	12.757084	13.769568	13.384423	25.456603	11.246757	15.506196	8.205245	12.975638	13.17035	22.915015	35.705271	13.830642	14.856959	40.358837	17.832406	9.064963	26.255004	33.530884	22.29545	21.101725	9.176296	9.125217	12.831717	19.230685	9.561105	19.460832	30.8777	48.162808	10.790656	15.847255	13.815893	183.66594	13.771316	9.769542	9.492396	33.246422	13.925796	19.295341	6.403073	12.807854	22.158938	23.06994	12.767535	17.897059	6.752341	7.573198	26.347421
hsa-miR-760	6.567133	2.03313	2.585324	10.243822	1.205478	1.923625	4.000523	0.535265	0.963144	0.416378	2.12148	0.751411	2.38194	4.078318	0	7.919968	3.915294	2.597373	0	0	2.320842	0.505174	2.436882	8.881661	1.074235	2.176231	7.873497	2.037396	1.890716	1.180834	0.853246	0	4.316676	9.09391	0	2.453216	4.47911	1.889765	1.222287	4.657085	2.070615	1.082346	0.855831	1.964983	1.641773	9.666337	2.205836	0.635495	0.317572	8.051008	10.748857	9.428087	0.96951	1.492072	0.497046	5.708605	0.471984	12.1475	2.197525	9.087172	1.005777	9.491112	0.248749	0.278346	1.383905	19.073677	1.196636	2.193751	0.199551	2.834937	0.871256	4.14751	2.334725	15.225378	0	9.962417	2.44398	0	11.824437	6.795693	6.871699	0.49266	8.301122	4.480187	0.340776	1.474596	1.762396	1.372071	0.331064	0.478535	2.380421	0	0	0.648974	0.744766	0.801536	0.332179	0	2.559528	1.5161	0.369293	1.069272	0	0	0	0.5986	0	0.270178	0.43972	1.094455	1.33749	0.702222	0.599283	0	0	0.249309	0.53936	0	1.317436	0.678988	0.605522	0.41065	0	0.474948	0.275578	0.472484	0	0.535377	0	0.244495	0.337091	1.094032	0.282079	0.56044	0	0.615608	0	0.707474	0	0	0	1.041865	0.804099	0.8958	0	0	1.013913	0	0.486852	0	1.024254	1.040821	0.72974	0	0.372877	0.380254	2.123305	0.540053	1.028373	1.139088	1.671607	0.464194	0.708085	0.711453	0.565052	0.814666	0.649858	0.335988	0.30334	0.29358	1.00976	0.148855
hsa-miR-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
